text,pilot,file
CQ19: Which is the sound bow of the bell?,BELLS,file:///Users/ed4565/Development/polifonia/wp4-competency-questions/./stories/Keoma:%20Architect/Keoma%231_RestorationAndSoundPractices.md
CQ19: Who has spoken about the musical performance X? ,MUSICBO,file:///Users/ed4565/Development/polifonia/wp4-competency-questions/./stories/Carolina:%20Music%20Historian/Carolina%231_SourcesCrossAnalysis.md
CQ1: Can I find interesting materials without applying filters?,ORGANS,file:///Users/ed4565/Development/polifonia/wp4-competency-questions/./stories/Andrea:%20Theology%20Scholar/Andrea%231_Serendipity.md
CQ1: Can I link digital sources to an Opus ?,FACETS,file:///Users/ed4565/Development/polifonia/wp4-competency-questions/./stories/Jorge:%20Librarian/Jorge%234LinkToSources.md
CQ1: Can I susesimilarity criterias based on metadata and features of musical works ?,FACETS,file:///Users/ed4565/Development/polifonia/wp4-competency-questions/./stories/Jorge:%20Librarian/Jorge%232_FindSimilarScores.md
CQ1: Can we find relations between different artists and music?,INTERLINK,file:///Users/ed4565/Development/polifonia/wp4-competency-questions/./stories/Keith:%20Music%20Producer/Keith%231_MusicConnections.md
CQ1: In which collections/datasets does song X occur?,INTERLINK,file:///Users/ed4565/Development/polifonia/wp4-competency-questions/./stories/William:%20Curator%20Europeana/William%231EuropeanFolkMusic.md
CQ1: Is a composer known for composition X?,TUNES,file:///Users/ed4565/Development/polifonia/wp4-competency-questions/./stories/Mark:%20Computational%20Musicologist/Mark%231_FolkMusic.md
CQ1: What are the instruments that play the musical piece?,"",file:///Users/ed4565/Development/polifonia/wp4-competency-questions/./stories/Sophia:%20Musicologist/Sophia%233_Reorchestration.md
CQ1: What are the most relevant dimensions to classify on the fly a result set ?,FACETS,file:///Users/ed4565/Development/polifonia/wp4-competency-questions/./stories/Jorge:%20Librarian/Jorge%233DynamicExploration.md
CQ1: What does the organ look like?,ORGANS,file:///Users/ed4565/Development/polifonia/wp4-competency-questions/./stories/Frank:%20Organist/Frank%231_OrganKnowledge.md
CQ1: What is the connection between two musical pieces?,INTERLINK,file:///Users/ed4565/Development/polifonia/wp4-competency-questions/./stories/Sonia:%20Playlist%20User/Sonia%232_ShuffleMode.md
CQ1: What is the musical piece that the persona selects?,INTERLINK,file:///Users/ed4565/Development/polifonia/wp4-competency-questions/./stories/Sonia:%20Playlist%20User/Sonia%231_ExplorationMode.md
CQ1: What is the rhythm of the bassline?,ACCESS,file:///Users/ed4565/Development/polifonia/wp4-competency-questions/./stories/Anna:%20Hearing-impaired/Anna%231_HearingMusic.md
CQ1: What music was being played?,MEETUPS,file:///Users/ed4565/Development/polifonia/wp4-competency-questions/./stories/David:%20Music%20Historian/David%231_MusicHistorian.md
CQ1: What places did muciain Z visited in her career?,MEETUPS,file:///Users/ed4565/Development/polifonia/wp4-competency-questions/./stories/Ortenz:%20Music%20Historian/Ortenz%232_MusicalSocialNetwork.md
CQ1: What tunes have similar geographic origin as tune X?,TUNES,file:///Users/ed4565/Development/polifonia/wp4-competency-questions/./stories/Brendan:%20Traditional%20Musician/Brendan%231_FindTraditionalMusic.md
CQ1: What was Wagner's first performance in Bologna? On what date?,MUSICBO,file:///Users/ed4565/Development/polifonia/wp4-competency-questions/./stories/Valeriana%20:%20Linguist/Valeriana%231_DiscourseAnalysis.md
CQ1: Where is the Bell Tower?,BELLS,file:///Users/ed4565/Development/polifonia/wp4-competency-questions/./stories/Patrizia:%20Ethnoanthropologist/Patrizia%231_IdentificationOfIntangibleElements.md
CQ1: Where is the building?,BELLS,file:///Users/ed4565/Development/polifonia/wp4-competency-questions/./stories/Keoma:%20Architect/Keoma%231_RestorationAndSoundPractices.md
CQ1: Where was the musical composition X performed? ,MUSICBO,file:///Users/ed4565/Development/polifonia/wp4-competency-questions/./stories/Carolina:%20Music%20Historian/Carolina%231_SourcesCrossAnalysis.md
CQ1: Which are all organs at location X?,ORGANS,file:///Users/ed4565/Development/polifonia/wp4-competency-questions/./stories/Paul:%20Organ%20Advisor/Paul%231_OrganComparison.md
CQ1: Who is the poet (librettist) associated with a text?,"",file:///Users/ed4565/Development/polifonia/wp4-competency-questions/./stories/Ralph:%20Music%20Historian/Ralph%231_WordsAndMusic.md
CQ2)What are the meanings of the word 'vocality' in French (y)?,MUSICBO,file:///Users/ed4565/Development/polifonia/wp4-competency-questions/./stories/Valeriana%20:%20Linguist/Valeriana%232_Terminology.md
CQ2. How is music used to teach children about identity and heritage?,CHILD,file:///Users/ed4565/Development/polifonia/wp4-competency-questions/./stories/Ortenz:%20Music%20Historian/Ortenz%231_MusicAndChildhood.md
CQ2.1 In which source there is evidence of children as target audience and music as subject?,CHILD,file:///Users/ed4565/Development/polifonia/wp4-competency-questions/./stories/Ortenz:%20Music%20Historian/Ortenz%231_MusicAndChildhood.md
CQ2.12 How subjects/goals/contexts of usage change over time?,CHILD,file:///Users/ed4565/Development/polifonia/wp4-competency-questions/./stories/Ortenz:%20Music%20Historian/Ortenz%231_MusicAndChildhood.md
CQ2.2 What are the subjects of the source?,CHILD,file:///Users/ed4565/Development/polifonia/wp4-competency-questions/./stories/Ortenz:%20Music%20Historian/Ortenz%231_MusicAndChildhood.md
CQ2.3 What are the subjects that are related to national identity?,CHILD,file:///Users/ed4565/Development/polifonia/wp4-competency-questions/./stories/Ortenz:%20Music%20Historian/Ortenz%231_MusicAndChildhood.md
CQ2.4 What are the subjects that are related to national heritage?,CHILD,file:///Users/ed4565/Development/polifonia/wp4-competency-questions/./stories/Ortenz:%20Music%20Historian/Ortenz%231_MusicAndChildhood.md
CQ2.5 When was the source produced?,CHILD,file:///Users/ed4565/Development/polifonia/wp4-competency-questions/./stories/Ortenz:%20Music%20Historian/Ortenz%231_MusicAndChildhood.md
CQ2.6 Where was the source produced?,CHILD,file:///Users/ed4565/Development/polifonia/wp4-competency-questions/./stories/Ortenz:%20Music%20Historian/Ortenz%231_MusicAndChildhood.md
CQ2.7 Who produced the source?,CHILD,file:///Users/ed4565/Development/polifonia/wp4-competency-questions/./stories/Ortenz:%20Music%20Historian/Ortenz%231_MusicAndChildhood.md
CQ20: How was the musical composition X received? ,MUSICBO,file:///Users/ed4565/Development/polifonia/wp4-competency-questions/./stories/Carolina:%20Music%20Historian/Carolina%231_SourcesCrossAnalysis.md
CQ20: What is the serial number of composition X in source Y?,TUNES,file:///Users/ed4565/Development/polifonia/wp4-competency-questions/./stories/Mark:%20Computational%20Musicologist/Mark%231_FolkMusic.md
CQ20: Which are all organs with pitch heigher than X Hz?,ORGANS,file:///Users/ed4565/Development/polifonia/wp4-competency-questions/./stories/Paul:%20Organ%20Advisor/Paul%231_OrganComparison.md
CQ21: Does the composition contain any quotation from other composition(s)?,TONALITIES,file:///Users/ed4565/Development/polifonia/wp4-competency-questions/./stories/Sethus:%20Music%20Theorist/Sethus%233_ConflictingAnalyticalAnnotations.md
CQ21: How was the performance of musical composition X received? ,MUSICBO,file:///Users/ed4565/Development/polifonia/wp4-competency-questions/./stories/Carolina:%20Music%20Historian/Carolina%231_SourcesCrossAnalysis.md
CQ21: What printed source shares content with manuscript X?,TUNES,file:///Users/ed4565/Development/polifonia/wp4-competency-questions/./stories/Mark:%20Computational%20Musicologist/Mark%231_FolkMusic.md
CQ21: Which are all organs with wind pressure higher than X mm?,ORGANS,file:///Users/ed4565/Development/polifonia/wp4-competency-questions/./stories/Paul:%20Organ%20Advisor/Paul%231_OrganComparison.md
CQ22: What is the language of the lyrics of tune X?,TUNES,file:///Users/ed4565/Development/polifonia/wp4-competency-questions/./stories/Mark:%20Computational%20Musicologist/Mark%231_FolkMusic.md
CQ22: What is the origin of the composition?,TONALITIES,file:///Users/ed4565/Development/polifonia/wp4-competency-questions/./stories/Sethus:%20Music%20Theorist/Sethus%233_ConflictingAnalyticalAnnotations.md
CQ22: When was a musical composition performed? ,MUSICBO,file:///Users/ed4565/Development/polifonia/wp4-competency-questions/./stories/Carolina:%20Music%20Historian/Carolina%231_SourcesCrossAnalysis.md
CQ22: Which are all organs with wind pressure lower than X mm?,ORGANS,file:///Users/ed4565/Development/polifonia/wp4-competency-questions/./stories/Paul:%20Organ%20Advisor/Paul%231_OrganComparison.md
CQ23: Has composition X been identified as variant in a tune family?,TUNES,file:///Users/ed4565/Development/polifonia/wp4-competency-questions/./stories/Mark:%20Computational%20Musicologist/Mark%231_FolkMusic.md
CQ23: Which are all organs with key action type X?,ORGANS,file:///Users/ed4565/Development/polifonia/wp4-competency-questions/./stories/Paul:%20Organ%20Advisor/Paul%231_OrganComparison.md
CQ24: Which are all organs with stop action type X?,ORGANS,file:///Users/ed4565/Development/polifonia/wp4-competency-questions/./stories/Paul:%20Organ%20Advisor/Paul%231_OrganComparison.md
CQ24: Which tune family does composition X belong to?,TUNES,file:///Users/ed4565/Development/polifonia/wp4-competency-questions/./stories/Mark:%20Computational%20Musicologist/Mark%231_FolkMusic.md
CQ25: Which are all organs with pitch lower than X Hz?,ORGANS,file:///Users/ed4565/Development/polifonia/wp4-competency-questions/./stories/Paul:%20Organ%20Advisor/Paul%231_OrganComparison.md
CQ25: Who assigned composition X to tune family Y?,TUNES,file:///Users/ed4565/Development/polifonia/wp4-competency-questions/./stories/Mark:%20Computational%20Musicologist/Mark%231_FolkMusic.md
CQ25: Who is the scientific editor of the composition?,TONALITIES,file:///Users/ed4565/Development/polifonia/wp4-competency-questions/./stories/Sethus:%20Music%20Theorist/Sethus%233_ConflictingAnalyticalAnnotations.md
CQ26: Which are all organs with console location X?,ORGANS,file:///Users/ed4565/Development/polifonia/wp4-competency-questions/./stories/Paul:%20Organ%20Advisor/Paul%231_OrganComparison.md
CQ26: With what level of confidence is composition X a variant in tune family Y?,TUNES,file:///Users/ed4565/Development/polifonia/wp4-competency-questions/./stories/Mark:%20Computational%20Musicologist/Mark%231_FolkMusic.md
CQ27: What are all compositions in tune family X?,TUNES,file:///Users/ed4565/Development/polifonia/wp4-competency-questions/./stories/Mark:%20Computational%20Musicologist/Mark%231_FolkMusic.md
CQ27: What is the year of publication of the music printed source?,TONALITIES,file:///Users/ed4565/Development/polifonia/wp4-competency-questions/./stories/Sethus:%20Music%20Theorist/Sethus%233_ConflictingAnalyticalAnnotations.md
CQ27: Which are all organs based on search term X?,ORGANS,file:///Users/ed4565/Development/polifonia/wp4-competency-questions/./stories/Paul:%20Organ%20Advisor/Paul%231_OrganComparison.md
CQ28: What are the similarities / differences of all compositions in tune family X according to measure Y?,TUNES,file:///Users/ed4565/Development/polifonia/wp4-competency-questions/./stories/Mark:%20Computational%20Musicologist/Mark%231_FolkMusic.md
CQ28: Where was the music printed source published?,TONALITIES,file:///Users/ed4565/Development/polifonia/wp4-competency-questions/./stories/Sethus:%20Music%20Theorist/Sethus%233_ConflictingAnalyticalAnnotations.md
CQ28: Who was the builder of organ X?,ORGANS,file:///Users/ed4565/Development/polifonia/wp4-competency-questions/./stories/Paul:%20Organ%20Advisor/Paul%231_OrganComparison.md
CQ29: What is the current location of organ X?,ORGANS,file:///Users/ed4565/Development/polifonia/wp4-competency-questions/./stories/Paul:%20Organ%20Advisor/Paul%231_OrganComparison.md
CQ29: What is the editor of the music printed source?,TONALITIES,file:///Users/ed4565/Development/polifonia/wp4-competency-questions/./stories/Sethus:%20Music%20Theorist/Sethus%233_ConflictingAnalyticalAnnotations.md
CQ2: A subset can be hierarchically refined based on criteria independant from on another and independant from the initial search pattern. The user can navigate in this hierarchy and refine the search.,FACETS,file:///Users/ed4565/Development/polifonia/wp4-competency-questions/./stories/Sethus:%20Music%20Theorist/Sethus%232_CreateRelevantCorpus.md
CQ2: Can I refer to ,FACETS,file:///Users/ed4565/Development/polifonia/wp4-competency-questions/./stories/Jorge:%20Librarian/Jorge%234LinkToSources.md
CQ2: Can we find music which has a non-obvious relation to some other music?,INTERLINK,file:///Users/ed4565/Development/polifonia/wp4-competency-questions/./stories/Keith:%20Music%20Producer/Keith%231_MusicConnections.md
CQ2: Can we trace the origin of a melody (composer)?,TUNES,file:///Users/ed4565/Development/polifonia/wp4-competency-questions/./stories/Mark:%20Computational%20Musicologist/Mark%231_FolkMusic.md
CQ2: In which buildings was musical composition X performed? ,MUSICBO,file:///Users/ed4565/Development/polifonia/wp4-competency-questions/./stories/Carolina:%20Music%20Historian/Carolina%231_SourcesCrossAnalysis.md
CQ2: In which countries does song X occur?,INTERLINK,file:///Users/ed4565/Development/polifonia/wp4-competency-questions/./stories/William:%20Curator%20Europeana/William%231EuropeanFolkMusic.md
CQ2: In which group does the instrument belong to?,"",file:///Users/ed4565/Development/polifonia/wp4-competency-questions/./stories/Sophia:%20Musicologist/Sophia%233_Reorchestration.md
CQ2: Is a musical piece connected to another musical piece by historical event?,INTERLINK,file:///Users/ed4565/Development/polifonia/wp4-competency-questions/./stories/Sonia:%20Playlist%20User/Sonia%232_ShuffleMode.md
CQ2: What features can be extracted on the fly from a score content to partition in a meaning ful way a score collection?,FACETS,file:///Users/ed4565/Development/polifonia/wp4-competency-questions/./stories/Jorge:%20Librarian/Jorge%233DynamicExploration.md
CQ2: What is the emotion represented by a portion of text (~140 categories)?,"",file:///Users/ed4565/Development/polifonia/wp4-competency-questions/./stories/Ralph:%20Music%20Historian/Ralph%231_WordsAndMusic.md
CQ2: What is the name of the composer specified in the source of this composition?,TUNES,file:///Users/ed4565/Development/polifonia/wp4-competency-questions/./stories/Mark:%20Computational%20Musicologist/Mark%231_FolkMusic.md
CQ2: What is the rhythm of the electronic drum kit?,ACCESS,file:///Users/ed4565/Development/polifonia/wp4-competency-questions/./stories/Anna:%20Hearing-impaired/Anna%231_HearingMusic.md
CQ2: What kind of execution characterizes that bell tower?,BELLS,file:///Users/ed4565/Development/polifonia/wp4-competency-questions/./stories/Patrizia:%20Ethnoanthropologist/Patrizia%231_IdentificationOfIntangibleElements.md
CQ2: What kind of repertoire is traditionally performed in that specific location?,BELLS,file:///Users/ed4565/Development/polifonia/wp4-competency-questions/./stories/Keoma:%20Architect/Keoma%231_RestorationAndSoundPractices.md
CQ2: What types of resources can I find?,"",file:///Users/ed4565/Development/polifonia/wp4-competency-questions/./stories/Laurent:%20Music%20Journalist/Laurent%231_MusicArchives.md
CQ2: What types of resources can I find?,ORGANS,file:///Users/ed4565/Development/polifonia/wp4-competency-questions/./stories/Andrea:%20Theology%20Scholar/Andrea%231_Serendipity.md
CQ2: What was Verdi's first performance in Bologna? On what date?,MUSICBO,file:///Users/ed4565/Development/polifonia/wp4-competency-questions/./stories/Valeriana%20:%20Linguist/Valeriana%231_DiscourseAnalysis.md
CQ2: When (what year) was the building built?,BELLS,file:///Users/ed4565/Development/polifonia/wp4-competency-questions/./stories/Keoma:%20Architect/Keoma%231_RestorationAndSoundPractices.md
CQ2: Which are all organs in city X?,ORGANS,file:///Users/ed4565/Development/polifonia/wp4-competency-questions/./stories/Paul:%20Organ%20Advisor/Paul%231_OrganComparison.md
CQ2: Which organs are built in a similar style?,ORGANS,file:///Users/ed4565/Development/polifonia/wp4-competency-questions/./stories/Frank:%20Organist/Frank%231_OrganKnowledge.md
CQ2: Who was listening to the music?,MEETUPS,file:///Users/ed4565/Development/polifonia/wp4-competency-questions/./stories/David:%20Music%20Historian/David%231_MusicHistorian.md
CQ2: With which image/textual information/multimedia/musical piece is the selected musical piece connected to inside/outside the playlist?,INTERLINK,file:///Users/ed4565/Development/polifonia/wp4-competency-questions/./stories/Sonia:%20Playlist%20User/Sonia%231_ExplorationMode.md
CQ3) What are the meanings of the word 'vocality' in German (z)?,MUSICBO,file:///Users/ed4565/Development/polifonia/wp4-competency-questions/./stories/Valeriana%20:%20Linguist/Valeriana%232_Terminology.md
CQ3. What different motifs exist in a piece of music?,"",file:///Users/ed4565/Development/polifonia/wp4-competency-questions/./stories/Sophia:%20Musicologist/Sophia%232_OriginsAndForm.md
CQ3. What is the adult perception of the role of music in children’s education?,CHILD,file:///Users/ed4565/Development/polifonia/wp4-competency-questions/./stories/Ortenz:%20Music%20Historian/Ortenz%231_MusicAndChildhood.md
CQ3.1 What is the goal of the official sources?,CHILD,file:///Users/ed4565/Development/polifonia/wp4-competency-questions/./stories/Ortenz:%20Music%20Historian/Ortenz%231_MusicAndChildhood.md
CQ3.2 To what extent are music subjects relevant (among the others) in official sources targeted to children?,CHILD,file:///Users/ed4565/Development/polifonia/wp4-competency-questions/./stories/Ortenz:%20Music%20Historian/Ortenz%231_MusicAndChildhood.md
CQ30: In what electronic format is the composition available?,TONALITIES,file:///Users/ed4565/Development/polifonia/wp4-competency-questions/./stories/Sethus:%20Music%20Theorist/Sethus%233_ConflictingAnalyticalAnnotations.md
CQ30: What are alternative titles for composition X?,TUNES,file:///Users/ed4565/Development/polifonia/wp4-competency-questions/./stories/Mark:%20Computational%20Musicologist/Mark%231_FolkMusic.md
CQ30: What were previous locations of organ X?,ORGANS,file:///Users/ed4565/Development/polifonia/wp4-competency-questions/./stories/Paul:%20Organ%20Advisor/Paul%231_OrganComparison.md
CQ31: What are the differences / similarities between two corpora of compositions concerning features Y1..Yn?,TUNES,file:///Users/ed4565/Development/polifonia/wp4-competency-questions/./stories/Mark:%20Computational%20Musicologist/Mark%231_FolkMusic.md
CQ31: What is the license of the final reused/modified electronic format of the score?,TONALITIES,file:///Users/ed4565/Development/polifonia/wp4-competency-questions/./stories/Sethus:%20Music%20Theorist/Sethus%233_ConflictingAnalyticalAnnotations.md
CQ31: When have changes been made to organ X?,ORGANS,file:///Users/ed4565/Development/polifonia/wp4-competency-questions/./stories/Paul:%20Organ%20Advisor/Paul%231_OrganComparison.md
CQ32: What are longitudinal differences / similarities within a corpus concerning features Y1..Yn?,TUNES,file:///Users/ed4565/Development/polifonia/wp4-competency-questions/./stories/Mark:%20Computational%20Musicologist/Mark%231_FolkMusic.md
CQ32: What changes have been made to organ X?,ORGANS,file:///Users/ed4565/Development/polifonia/wp4-competency-questions/./stories/Paul:%20Organ%20Advisor/Paul%231_OrganComparison.md
CQ33: What are the differences / similarities between two corpora of compositions concerning occurrences of patterns?,TUNES,file:///Users/ed4565/Development/polifonia/wp4-competency-questions/./stories/Mark:%20Computational%20Musicologist/Mark%231_FolkMusic.md
CQ33: Why was change X made to organ Y?,ORGANS,file:///Users/ed4565/Development/polifonia/wp4-competency-questions/./stories/Paul:%20Organ%20Advisor/Paul%231_OrganComparison.md
CQ34: What are longitudinal differences / similarities within a corpus concerning occurrences of patterns?,TUNES,file:///Users/ed4565/Development/polifonia/wp4-competency-questions/./stories/Mark:%20Computational%20Musicologist/Mark%231_FolkMusic.md
CQ34: What is the current disposition of organ X?,ORGANS,file:///Users/ed4565/Development/polifonia/wp4-competency-questions/./stories/Paul:%20Organ%20Advisor/Paul%231_OrganComparison.md
CQ35: What is the composition of stop X in organ Y?,ORGANS,file:///Users/ed4565/Development/polifonia/wp4-competency-questions/./stories/Paul:%20Organ%20Advisor/Paul%231_OrganComparison.md
CQ35: What patterns do the compositions in corpus X share?,TUNES,file:///Users/ed4565/Development/polifonia/wp4-competency-questions/./stories/Mark:%20Computational%20Musicologist/Mark%231_FolkMusic.md
CQ36: Of which material is stop X made?,ORGANS,file:///Users/ed4565/Development/polifonia/wp4-competency-questions/./stories/Paul:%20Organ%20Advisor/Paul%231_OrganComparison.md
CQ36: What patterns are overrepresented in corpus X compared to corpus Y?,TUNES,file:///Users/ed4565/Development/polifonia/wp4-competency-questions/./stories/Mark:%20Computational%20Musicologist/Mark%231_FolkMusic.md
CQ37: Of which material is the case of organ X made?,ORGANS,file:///Users/ed4565/Development/polifonia/wp4-competency-questions/./stories/Paul:%20Organ%20Advisor/Paul%231_OrganComparison.md
CQ38: Which materials have been used to build organ X?,ORGANS,file:///Users/ed4565/Development/polifonia/wp4-competency-questions/./stories/Paul:%20Organ%20Advisor/Paul%231_OrganComparison.md
CQ39: What historic dispositions are known for organ X?,ORGANS,file:///Users/ed4565/Development/polifonia/wp4-competency-questions/./stories/Paul:%20Organ%20Advisor/Paul%231_OrganComparison.md
CQ3: Are there formalized collective actors who carry out sound practices?,BELLS,file:///Users/ed4565/Development/polifonia/wp4-competency-questions/./stories/Patrizia:%20Ethnoanthropologist/Patrizia%231_IdentificationOfIntangibleElements.md
CQ3: How did the instruments used change over time?,MEETUPS,file:///Users/ed4565/Development/polifonia/wp4-competency-questions/./stories/David:%20Music%20Historian/David%231_MusicHistorian.md
CQ3: In what context the meeting happend?,MEETUPS,file:///Users/ed4565/Development/polifonia/wp4-competency-questions/./stories/Ortenz:%20Music%20Historian/Ortenz%232_MusicalSocialNetwork.md
CQ3: In which family does the instrument belong to?,"",file:///Users/ed4565/Development/polifonia/wp4-competency-questions/./stories/Sophia:%20Musicologist/Sophia%233_Reorchestration.md
CQ3: Is the music resource X complete or incomplete?,"",file:///Users/ed4565/Development/polifonia/wp4-competency-questions/./stories/Laurent:%20Music%20Journalist/Laurent%231_MusicArchives.md
CQ3: Is there a way of visualizing all the materials connected to my interests?,ORGANS,file:///Users/ed4565/Development/polifonia/wp4-competency-questions/./stories/Andrea:%20Theology%20Scholar/Andrea%231_Serendipity.md
CQ3: What are the cadence points in the work?,TONALITIES,file:///Users/ed4565/Development/polifonia/wp4-competency-questions/./stories/Sethus:%20Music%20Theorist/Sethus%233_ConflictingAnalyticalAnnotations.md
CQ3: What is the concert agenda for organ X?,ORGANS,file:///Users/ed4565/Development/polifonia/wp4-competency-questions/./stories/Frank:%20Organist/Frank%231_OrganKnowledge.md
CQ3: What is the dating that accompanies this repertoire?,BELLS,file:///Users/ed4565/Development/polifonia/wp4-competency-questions/./stories/Keoma:%20Architect/Keoma%231_RestorationAndSoundPractices.md
CQ3: What is the similarity between compositions X and Y given similarity measure Z?,TUNES,file:///Users/ed4565/Development/polifonia/wp4-competency-questions/./stories/Mark:%20Computational%20Musicologist/Mark%231_FolkMusic.md
CQ3: Where was the musical composition X performed for the first time? ,MUSICBO,file:///Users/ed4565/Development/polifonia/wp4-competency-questions/./stories/Carolina:%20Music%20Historian/Carolina%231_SourcesCrossAnalysis.md
CQ3: Which compositions match with William's thematic focus for the exhibition?,INTERLINK,file:///Users/ed4565/Development/polifonia/wp4-competency-questions/./stories/William:%20Curator%20Europeana/William%231EuropeanFolkMusic.md
CQ3: Which feature is selected to create the shuffle?,INTERLINK,file:///Users/ed4565/Development/polifonia/wp4-competency-questions/./stories/Sonia:%20Playlist%20User/Sonia%232_ShuffleMode.md
CQ3: Which is the melodic pattern of the musical piece?,INTERLINK,file:///Users/ed4565/Development/polifonia/wp4-competency-questions/./stories/Sonia:%20Playlist%20User/Sonia%231_ExplorationMode.md
CQ3: Who were the public figures who participated in event X (or Y)?,MUSICBO,file:///Users/ed4565/Development/polifonia/wp4-competency-questions/./stories/Valeriana%20:%20Linguist/Valeriana%231_DiscourseAnalysis.md
CQ4) What are the meanings of the word 'vocality' in Spanish (h)?,MUSICBO,file:///Users/ed4565/Development/polifonia/wp4-competency-questions/./stories/Valeriana%20:%20Linguist/Valeriana%232_Terminology.md
CQ40: What is the source for historic disposition X of organ Y?,ORGANS,file:///Users/ed4565/Development/polifonia/wp4-competency-questions/./stories/Paul:%20Organ%20Advisor/Paul%231_OrganComparison.md
CQ41: What is the current pitch of organ X?,ORGANS,file:///Users/ed4565/Development/polifonia/wp4-competency-questions/./stories/Paul:%20Organ%20Advisor/Paul%231_OrganComparison.md
CQ42: What are the sources for fact X?,ORGANS,file:///Users/ed4565/Development/polifonia/wp4-competency-questions/./stories/Paul:%20Organ%20Advisor/Paul%232_ResourceReliability.md
CQ42: What is the current temperature of organ X?,ORGANS,file:///Users/ed4565/Development/polifonia/wp4-competency-questions/./stories/Paul:%20Organ%20Advisor/Paul%231_OrganComparison.md
CQ43: What is the current console location of organ X?,ORGANS,file:///Users/ed4565/Development/polifonia/wp4-competency-questions/./stories/Paul:%20Organ%20Advisor/Paul%231_OrganComparison.md
CQ44: What is the current wind system type of organ X?,ORGANS,file:///Users/ed4565/Development/polifonia/wp4-competency-questions/./stories/Paul:%20Organ%20Advisor/Paul%231_OrganComparison.md
CQ45: What is the current wind pressure of organ X?,ORGANS,file:///Users/ed4565/Development/polifonia/wp4-competency-questions/./stories/Paul:%20Organ%20Advisor/Paul%231_OrganComparison.md
CQ46: What are the characteristics of the case of organ X?,ORGANS,file:///Users/ed4565/Development/polifonia/wp4-competency-questions/./stories/Paul:%20Organ%20Advisor/Paul%231_OrganComparison.md
CQ47: What are decorative elements of the case of organ X?,ORGANS,file:///Users/ed4565/Development/polifonia/wp4-competency-questions/./stories/Paul:%20Organ%20Advisor/Paul%231_OrganComparison.md
CQ48: What are inscriptions on the case of organ X?,ORGANS,file:///Users/ed4565/Development/polifonia/wp4-competency-questions/./stories/Paul:%20Organ%20Advisor/Paul%231_OrganComparison.md
CQ49: What are the dispositions of all organs made by organ builder X?,ORGANS,file:///Users/ed4565/Development/polifonia/wp4-competency-questions/./stories/Paul:%20Organ%20Advisor/Paul%231_OrganComparison.md
CQ4: Are there bells in a church?,BELLS,file:///Users/ed4565/Development/polifonia/wp4-competency-questions/./stories/Keoma:%20Architect/Keoma%231_RestorationAndSoundPractices.md
CQ4: Are there formalized transmission methods that characterize the acquisition of skills related to the bell practice?,BELLS,file:///Users/ed4565/Development/polifonia/wp4-competency-questions/./stories/Patrizia:%20Ethnoanthropologist/Patrizia%231_IdentificationOfIntangibleElements.md
CQ4: Can I examine ,FACETS,file:///Users/ed4565/Development/polifonia/wp4-competency-questions/./stories/Jorge:%20Librarian/Jorge%231_OrganizeMyLibrary.md
CQ4: Can I keep getting suggestions in real time?,ORGANS,file:///Users/ed4565/Development/polifonia/wp4-competency-questions/./stories/Andrea:%20Theology%20Scholar/Andrea%231_Serendipity.md
CQ4: In which buildings was musical composition X performed for the first time? ,MUSICBO,file:///Users/ed4565/Development/polifonia/wp4-competency-questions/./stories/Carolina:%20Music%20Historian/Carolina%231_SourcesCrossAnalysis.md
CQ4: In which other musical pieces does the melodic pattern appear?,INTERLINK,file:///Users/ed4565/Development/polifonia/wp4-competency-questions/./stories/Sonia:%20Playlist%20User/Sonia%231_ExplorationMode.md
CQ4: Is a dataset attached to resource X?,"",file:///Users/ed4565/Development/polifonia/wp4-competency-questions/./stories/Laurent:%20Music%20Journalist/Laurent%231_MusicArchives.md
CQ4: Is it a repertoire performed in the contemporary world?,BELLS,file:///Users/ed4565/Development/polifonia/wp4-competency-questions/./stories/Keoma:%20Architect/Keoma%231_RestorationAndSoundPractices.md
CQ4: What are the part’s ranges?  Do they correspond to modal octaves?,TONALITIES,file:///Users/ed4565/Development/polifonia/wp4-competency-questions/./stories/Sethus:%20Music%20Theorist/Sethus%233_ConflictingAnalyticalAnnotations.md
CQ4: What are the types of features that are used to create shuffles?,INTERLINK,file:///Users/ed4565/Development/polifonia/wp4-competency-questions/./stories/Sonia:%20Playlist%20User/Sonia%232_ShuffleMode.md
CQ4: What is the provenance of the event attendees? What and how they happened to be there?,MEETUPS,file:///Users/ed4565/Development/polifonia/wp4-competency-questions/./stories/Ortenz:%20Music%20Historian/Ortenz%232_MusicalSocialNetwork.md
CQ4: What was source of money – e.g. for instruments?,MEETUPS,file:///Users/ed4565/Development/polifonia/wp4-competency-questions/./stories/David:%20Music%20Historian/David%231_MusicHistorian.md
CQ4: Where to find audio/video resources featuring organ X?,ORGANS,file:///Users/ed4565/Development/polifonia/wp4-competency-questions/./stories/Frank:%20Organist/Frank%231_OrganKnowledge.md
CQ4: Which are all organs that have stop X?,ORGANS,file:///Users/ed4565/Development/polifonia/wp4-competency-questions/./stories/Paul:%20Organ%20Advisor/Paul%231_OrganComparison.md
CQ4: Which composers and performers are related to these compositions?',INTERLINK,file:///Users/ed4565/Development/polifonia/wp4-competency-questions/./stories/William:%20Curator%20Europeana/William%231EuropeanFolkMusic.md
